id,category,error_name,error_code,symptoms,probable_causes,step_1,step_2,step_3,verification,risk,sources
DISK-065,Disk_SMART,SMART imminent failure,SMART_PANIC,Slow file access and IO timeouts; SMART attribute SMART_PANIC rising,Unclean shutdowns causing file system damage,Replace drive if reallocated sector count continues to grow,Check SMART with `smartctl -a` and review reallocated/pending sectors,Backup data immediately to external media or cloud,SMART attributes stabilize and no new reallocated sectors; successful read/write tests.,medium,Vendor KB / SMART docs (paraphrased)
DISK-066,Disk_SMART,Reallocated sectors increasing,Reallocated_Sector_Count,System logs indicate repeated read/write errors (Reallocated_Sector_Count),Physical media degradation (bad sectors),Reseat cables and try different SATA port; test on another machine,Check SMART with `smartctl -a` and review reallocated/pending sectors,Replace drive if reallocated sector count continues to grow,SMART attributes stabilize and no new reallocated sectors; successful read/write tests.,medium,Vendor KB / SMART docs (paraphrased)
DISK-067,Disk_SMART,RAID degraded or rebuild failed,RAID_degraded,System logs indicate repeated read/write errors (RAID_degraded),Firmware bug in drive,Backup data immediately to external media or cloud,Run `chkdsk /f /r` on affected volume (Windows) or `fsck` (Linux),Reseat cables and try different SATA port; test on another machine,SMART attributes stabilize and no new reallocated sectors; successful read/write tests.,high,Vendor KB / SMART docs (paraphrased)
DISK-068,Disk_SMART,RAID degraded or rebuild failed,RAID_degraded,Slow file access and IO timeouts; SMART attribute RAID_degraded rising,Firmware bug in drive,Replace drive if reallocated sector count continues to grow,Run `chkdsk /f /r` on affected volume (Windows) or `fsck` (Linux),Check SMART with `smartctl -a` and review reallocated/pending sectors,SMART attributes stabilize and no new reallocated sectors; successful read/write tests.,high,Vendor KB / SMART docs (paraphrased)
DISK-069,Disk_SMART,File system corruption detected,Corrupt_filesystem,Slow file access and IO timeouts; SMART attribute Corrupt_filesystem rising,Firmware bug in drive,Reseat cables and try different SATA port; test on another machine,Backup data immediately to external media or cloud,Replace drive if reallocated sector count continues to grow,SMART attributes stabilize and no new reallocated sectors; successful read/write tests.,high,Vendor KB / SMART docs (paraphrased)
DISK-070,Disk_SMART,Reallocated sectors increasing,Reallocated_Sector_Count,System logs indicate repeated read/write errors (Reallocated_Sector_Count),Unclean shutdowns causing file system damage,Backup data immediately to external media or cloud,Replace drive if reallocated sector count continues to grow,Reseat cables and try different SATA port; test on another machine,SMART attributes stabilize and no new reallocated sectors; successful read/write tests.,high,Vendor KB / SMART docs (paraphrased)
DISK-071,Disk_SMART,Boot disk not found,Boot_disk_not_found,System logs indicate repeated read/write errors (Boot_disk_not_found),Firmware bug in drive,Replace drive if reallocated sector count continues to grow,Reseat cables and try different SATA port; test on another machine,Check SMART with `smartctl -a` and review reallocated/pending sectors,SMART attributes stabilize and no new reallocated sectors; successful read/write tests.,high,Vendor KB / SMART docs (paraphrased)
DISK-072,Disk_SMART,Boot disk not found,Boot_disk_not_found,Slow file access and IO timeouts; SMART attribute Boot_disk_not_found rising,Physical media degradation (bad sectors),Reseat cables and try different SATA port; test on another machine,Replace drive if reallocated sector count continues to grow,Run `chkdsk /f /r` on affected volume (Windows) or `fsck` (Linux),SMART attributes stabilize and no new reallocated sectors; successful read/write tests.,high,Vendor KB / SMART docs (paraphrased)
DISK-073,Disk_SMART,I/O device error,I/O_DEVICE_ERROR,SMART report shows I/O_DEVICE_ERROR on drive,Unclean shutdowns causing file system damage,Reseat cables and try different SATA port; test on another machine,Run `chkdsk /f /r` on affected volume (Windows) or `fsck` (Linux),Replace drive if reallocated sector count continues to grow,SMART attributes stabilize and no new reallocated sectors; successful read/write tests.,high,Vendor KB / SMART docs (paraphrased)
DISK-074,Disk_SMART,I/O device error,I/O_DEVICE_ERROR,Slow file access and IO timeouts; SMART attribute I/O_DEVICE_ERROR rising,Firmware bug in drive,Backup data immediately to external media or cloud,Reseat cables and try different SATA port; test on another machine,Run `chkdsk /f /r` on affected volume (Windows) or `fsck` (Linux),SMART attributes stabilize and no new reallocated sectors; successful read/write tests.,high,Vendor KB / SMART docs (paraphrased)
DISK-075,Disk_SMART,Pending sector count warning,Pending_Sector_Count,System logs indicate repeated read/write errors (Pending_Sector_Count),Physical media degradation (bad sectors),Run `chkdsk /f /r` on affected volume (Windows) or `fsck` (Linux),Backup data immediately to external media or cloud,Reseat cables and try different SATA port; test on another machine,SMART attributes stabilize and no new reallocated sectors; successful read/write tests.,medium,Vendor KB / SMART docs (paraphrased)
DISK-076,Disk_SMART,SMART imminent failure,SMART_PANIC,SMART report shows SMART_PANIC on drive,Loose SATA/Power cable or failing controller,Backup data immediately to external media or cloud,Run `chkdsk /f /r` on affected volume (Windows) or `fsck` (Linux),Check SMART with `smartctl -a` and review reallocated/pending sectors,SMART attributes stabilize and no new reallocated sectors; successful read/write tests.,high,Vendor KB / SMART docs (paraphrased)
DISK-077,Disk_SMART,SMART imminent failure,SMART_PANIC,System logs indicate repeated read/write errors (SMART_PANIC),Loose SATA/Power cable or failing controller,Replace drive if reallocated sector count continues to grow,Backup data immediately to external media or cloud,Run `chkdsk /f /r` on affected volume (Windows) or `fsck` (Linux),SMART attributes stabilize and no new reallocated sectors; successful read/write tests.,high,Vendor KB / SMART docs (paraphrased)
DISK-078,Disk_SMART,Frequent read errors,Read_Error,Slow file access and IO timeouts; SMART attribute Read_Error rising,Firmware bug in drive,Run `chkdsk /f /r` on affected volume (Windows) or `fsck` (Linux),Backup data immediately to external media or cloud,Check SMART with `smartctl -a` and review reallocated/pending sectors,SMART attributes stabilize and no new reallocated sectors; successful read/write tests.,high,Vendor KB / SMART docs (paraphrased)
DISK-079,Disk_SMART,Frequent read errors,Read_Error,SMART report shows Read_Error on drive,Firmware bug in drive,Run `chkdsk /f /r` on affected volume (Windows) or `fsck` (Linux),Check SMART with `smartctl -a` and review reallocated/pending sectors,Backup data immediately to external media or cloud,SMART attributes stabilize and no new reallocated sectors; successful read/write tests.,high,Vendor KB / SMART docs (paraphrased)
DISK-080,Disk_SMART,Slow disk I/O performance,Slow_IO,SMART report shows Slow_IO on drive,Loose SATA/Power cable or failing controller,Reseat cables and try different SATA port; test on another machine,Backup data immediately to external media or cloud,Check SMART with `smartctl -a` and review reallocated/pending sectors,SMART attributes stabilize and no new reallocated sectors; successful read/write tests.,high,Vendor KB / SMART docs (paraphrased)
DISK-081,Disk_SMART,File system corruption detected,Corrupt_filesystem,System logs indicate repeated read/write errors (Corrupt_filesystem),Firmware bug in drive,Replace drive if reallocated sector count continues to grow,Backup data immediately to external media or cloud,Run `chkdsk /f /r` on affected volume (Windows) or `fsck` (Linux),SMART attributes stabilize and no new reallocated sectors; successful read/write tests.,high,Vendor KB / SMART docs (paraphrased)
DISK-082,Disk_SMART,RAID degraded or rebuild failed,RAID_degraded,SMART report shows RAID_degraded on drive,Firmware bug in drive,Reseat cables and try different SATA port; test on another machine,Backup data immediately to external media or cloud,Replace drive if reallocated sector count continues to grow,SMART attributes stabilize and no new reallocated sectors; successful read/write tests.,medium,Vendor KB / SMART docs (paraphrased)
DISK-083,Disk_SMART,Boot disk not found,Boot_disk_not_found,System logs indicate repeated read/write errors (Boot_disk_not_found),Physical media degradation (bad sectors),Reseat cables and try different SATA port; test on another machine,Replace drive if reallocated sector count continues to grow,Backup data immediately to external media or cloud,SMART attributes stabilize and no new reallocated sectors; successful read/write tests.,high,Vendor KB / SMART docs (paraphrased)
DISK-084,Disk_SMART,I/O device error,I/O_DEVICE_ERROR,Slow file access and IO timeouts; SMART attribute I/O_DEVICE_ERROR rising,Loose SATA/Power cable or failing controller,Backup data immediately to external media or cloud,Run `chkdsk /f /r` on affected volume (Windows) or `fsck` (Linux),Reseat cables and try different SATA port; test on another machine,SMART attributes stabilize and no new reallocated sectors; successful read/write tests.,medium,Vendor KB / SMART docs (paraphrased)
DISK-085,Disk_SMART,Boot disk not found,Boot_disk_not_found,Slow file access and IO timeouts; SMART attribute Boot_disk_not_found rising,Firmware bug in drive,Reseat cables and try different SATA port; test on another machine,Replace drive if reallocated sector count continues to grow,Backup data immediately to external media or cloud,SMART attributes stabilize and no new reallocated sectors; successful read/write tests.,high,Vendor KB / SMART docs (paraphrased)
DISK-086,Disk_SMART,Disk not responding intermittently,Disk_No_Response,Slow file access and IO timeouts; SMART attribute Disk_No_Response rising,Loose SATA/Power cable or failing controller,Reseat cables and try different SATA port; test on another machine,Replace drive if reallocated sector count continues to grow,Backup data immediately to external media or cloud,SMART attributes stabilize and no new reallocated sectors; successful read/write tests.,medium,Vendor KB / SMART docs (paraphrased)
DISK-087,Disk_SMART,I/O device error,I/O_DEVICE_ERROR,System logs indicate repeated read/write errors (I/O_DEVICE_ERROR),Unclean shutdowns causing file system damage,Reseat cables and try different SATA port; test on another machine,Backup data immediately to external media or cloud,Run `chkdsk /f /r` on affected volume (Windows) or `fsck` (Linux),SMART attributes stabilize and no new reallocated sectors; successful read/write tests.,medium,Vendor KB / SMART docs (paraphrased)
DISK-088,Disk_SMART,I/O device error,I/O_DEVICE_ERROR,Slow file access and IO timeouts; SMART attribute I/O_DEVICE_ERROR rising,Firmware bug in drive,Check SMART with `smartctl -a` and review reallocated/pending sectors,Run `chkdsk /f /r` on affected volume (Windows) or `fsck` (Linux),Replace drive if reallocated sector count continues to grow,SMART attributes stabilize and no new reallocated sectors; successful read/write tests.,medium,Vendor KB / SMART docs (paraphrased)
